Mfr Name,Division,Carline,Hybrid ,Cyl,CityFE,HWYFE,CombFE,Transmission,Gears,DriveDesc,AnnualFuelCost,Type,FERating,GHGRating,SmogRating,5YearSpend,TailpipeCO2,Emissions
Toyota,TOYOTA,TACOMA 4WD,N,6,17,21,18,Manual,6,Part-time 4-Wheel Drive,2000,Truck,3,3,5,3250,494,High
Toyota,TOYOTA,TACOMA 4WD D-CAB V6 MT OFF-ROAD,N,6,17,20,18,Manual,6,Part-time 4-Wheel Drive,2000,Truck,3,3,5,3250,483,High
Toyota,TOYOTA,TUNDRA 2WD,N,8,15,19,16,Automatic,6,"2-Wheel Drive, Rear",2250,Truck,2,2,3,4500,554,High
Toyota,TOYOTA,TUNDRA 2WD,N,8,13,18,15,Automatic,6,"2-Wheel Drive, Rear",2400,Truck,2,2,5,5250,592,High
Toyota,TOYOTA,TUNDRA 4WD,N,8,14,18,16,Automatic,6,Part-time 4-Wheel Drive,2250,Truck,2,2,3,4500,568,High
Toyota,TOYOTA,TUNDRA 4WD,N,8,13,17,14,Automatic,6,Part-time 4-Wheel Drive,2550,Truck,1,1,5,6000,615,High
Toyota,TOYOTA,TUNDRA 4WD FFV,N,8,13,17,15,Automatic,6,Part-time 4-Wheel Drive,2400,Truck,2,2,5,5250,604,High
FCA US LLC,Chrysler,Pacifica,N,6,18,28,22,Automatic,9,"2-Wheel Drive, Front",1650,Van,4,4,3,1500,416,High
FCA US LLC,Chrysler,Pacifica,N,6,19,28,22,Automatic,9,"2-Wheel Drive, Front",1650,Van,4,4,3,1500,401,High
FCA US LLC,Dodge,Grand Caravan,N,6,17,25,20,Automatic,6,"2-Wheel Drive, Front",1800,Van,4,4,3,2250,445,High
FCA US LLC,Dodge,Grand Caravan,N,6,17,25,20,Automatic,6,"2-Wheel Drive, Front",1800,Van,4,4,3,2250,445,High
Ford Motor Company,Ford,Transit T150 Wagon,N,6,15,18,16,Automatic,6,"2-Wheel Drive, Rear",2250,Van,2,2,1,4500,555,High
Ford Motor Company,Ford,Transit T150 Wagon,N,6,14,18,16,Automatic,6,"2-Wheel Drive, Rear",2250,Van,2,2,1,4500,570,High
Ford Motor Company,Ford,TRANSIT T150 WAGON FFV,N,6,14,18,16,Automatic,6,"2-Wheel Drive, Rear",2250,Van,2,2,1,4500,570,High
Honda,Honda,ODYSSEY FWD,N,6,19,28,22,Automatic,10,"2-Wheel Drive, Front",1650,Van,4,4,3,1500,395,Low
Honda,Honda,ODYSSEY FWD,N,6,19,28,22,Automatic,9,"2-Wheel Drive, Front",1650,Van,4,4,3,1500,406,High
Kia,KIA MOTORS CORPORATION,Sedona,N,6,18,24,20,Automatic,6,"2-Wheel Drive, Front",1800,Van,4,4,3,2250,443,High
Kia,KIA MOTORS CORPORATION,Sedona SX,N,6,18,25,21,Automatic,6,"2-Wheel Drive, Front",1700,Van,4,4,3,1750,433,High
Kia,KIA MOTORS CORPORATION,Sedona SXL,N,6,17,22,19,Automatic,6,"2-Wheel Drive, Front",1900,Van,3,3,3,2750,476,High
FCA US LLC,RAM,Promaster City,N,4,21,28,24,Automatic,9,"2-Wheel Drive, Front",1500,Van,5,5,3,750,374,Low
Toyota,TOYOTA,SIENNA,N,6,19,27,22,Automatic,8,"2-Wheel Drive, Front",1650,Van,4,4,5,1500,410,High
Toyota,TOYOTA,SIENNA AWD,N,6,18,24,20,Automatic,8,All Wheel Drive,1800,Van,4,4,5,2250,441,High
Ford Motor Company,Ford,Transit Connect Van 2WD,N,4,20,27,23,Automatic,6,"2-Wheel Drive, Front",1550,Van,5,5,3,1000,392,Low
Ford Motor Company,Ford,TRANSIT CONNECT VAN FFV,N,4,20,27,23,Automatic,6,"2-Wheel Drive, Front",1550,Van,5,5,3,1000,392,Low
Ford Motor Company,Ford,TRANSIT CONNECT WAGON FFV,N,4,19,27,22,Automatic,6,"2-Wheel Drive, Front",1650,Van,4,4,3,1500,404,High
Ford Motor Company,Ford,TRANSIT CONNECT WAGON FWD,N,4,19,27,22,Automatic,6,"2-Wheel Drive, Front",1650,Van,4,4,3,1500,404,High
Ford Motor Company,Ford,TRANSIT CONNECT WAGON LWB FFV,N,4,19,27,22,Automatic,6,"2-Wheel Drive, Front",1650,Van,4,4,3,1500,404,High
Ford Motor Company,Ford,Transit Connect Wagon LWB FWD,N,4,19,27,22,Automatic,6,"2-Wheel Drive, Front",1650,Van,4,4,3,1500,404,High
Mercedes-Benz,Mercedes-Benz,Metris (Cargo Van),N,4,21,24,22,Automatic,7,"2-Wheel Drive, Rear",1900,Van,4,4,5,2750,404,High
Mercedes-Benz,Mercedes-Benz,"Metris (Cargo Van, LWB)",N,4,21,24,22,Automatic,7,"2-Wheel Drive, Rear",1900,Van,4,4,5,2750,398,Low
Mercedes-Benz,Mercedes-Benz,Metris (Passenger Van),N,4,19,23,21,Automatic,7,"2-Wheel Drive, Rear",2000,Van,4,4,5,3250,431,High
Nissan,NISSAN,NV200 Cargo Van,N,4,24,26,25,Automatic,1,"2-Wheel Drive, Front",1450,Van,5,5,3,500,356,Low
